target,source,weight
Earth and Planetary Sciences ,Veterinary ,5.181915723761217e-05
Earth and Planetary Sciences ,Health Professions ,9.754194303550527e-05
Earth and Planetary Sciences ,Dentistry ,1.8289114319157236e-05
Psychology ,Medicine ,0.2619686626501999
Psychology ,Psychology ,0.31808412307760836
Psychology ,Multidisciplinary,0.0222835952203303
Psychology ,"Biochemistry, Genetics and Molecular Biology ",0.006470149336837533
Psychology ,Social Sciences ,0.15035023441763087
Psychology ,Nursing ,0.014944819982850207
Psychology ,Neuroscience ,0.07102687172177244
Psychology ,Arts and Humanities ,0.04654943929084491
Psychology ,"Pharmacology, Toxicology and Pharmaceutics ",0.0013029388509638406
Psychology ,"Business, Management and Accounting ",0.03540207356593204
Psychology ,"Economics, Econometrics and Finance ",0.00918738933371939
Psychology ,Mathematics ,0.0076505896633517825
Psychology ,Health Professions ,0.02002294063276056
Psychology ,Immunology and Microbiology ,0.0008018085236700558
Psychology ,Decision Sciences ,0.0032740514716527278
Psychology ,Agricultural and Biological Sciences ,0.00884216621936145
Psychology ,Computer Science ,0.013419156541978018
Psychology ,Engineering ,0.0022161096695880707
Psychology ,Veterinary ,0.0002672695078900186
Psychology ,Environmental Science ,0.0032963239306435625
Psychology ,Dentistry ,0.00017817967192667905
Psychology ,Chemistry ,0.0003674955733487756
Psychology ,Chemical Engineering ,7.79536064679221e-05
Psychology ,Earth and Planetary Sciences ,0.0006904462287158814
Psychology ,Physics and Astronomy ,0.0012918026214684233
Psychology ,Energy ,2.2272458990834882e-05
Psychology ,Materials Science ,1.1136229495417441e-05
Multidisciplinary,Immunology and Microbiology ,0.04313243231782302
Multidisciplinary,Multidisciplinary,0.09524573976361973
Multidisciplinary,Physics and Astronomy ,0.04416227971866992
Multidisciplinary,Engineering ,0.03843451079219497
Multidisciplinary,Agricultural and Biological Sciences ,0.07681450025140392
Multidisciplinary,Medicine ,0.235841112719827
Multidisciplinary,Chemistry ,0.024919278137551265
Multidisciplinary,"Biochemistry, Genetics and Molecular Biology ",0.1808866380328703
Multidisciplinary,Environmental Science ,0.04264174032094891
Multidisciplinary,Social Sciences ,0.013260799767375646
Multidisciplinary,Dentistry ,0.0028563120558783082
Multidisciplinary,Earth and Planetary Sciences ,0.032661307421565006
Multidisciplinary,Nursing ,0.010295445045525313
Multidisciplinary,Chemical Engineering ,0.008399314242789554
Multidisciplinary,Mathematics ,0.01675016507848043
Multidisciplinary,Computer Science ,0.012361197773106444
Multidisciplinary,Materials Science ,0.019212711951681984
Multidisciplinary,"Pharmacology, Toxicology and Pharmaceutics ",0.015150872644224071
Multidisciplinary,Health Professions ,0.006575878550701811
Multidisciplinary,Energy ,0.002623081909215923
Multidisciplinary,Arts and Humanities ,0.004837253821036753
Multidisciplinary,Neuroscience ,0.04673992718373084
Multidisciplinary,Veterinary ,0.003698363754217831
Multidisciplinary,Psychology ,0.009904708825792224
Multidisciplinary,Decision Sciences ,0.0039497676785422205
Multidisciplinary,"Business, Management and Accounting ",0.004158766121655268
Multidisciplinary,"Economics, Econometrics and Finance ",0.004485894119571341
Arts and Humanities ,Multidisciplinary,0.014730599308490204
Arts and Humanities ,Arts and Humanities ,0.20247070687668076
Arts and Humanities ,Social Sciences ,0.14857856319631194
Arts and Humanities ,Computer Science ,0.010864867460622358
Arts and Humanities ,Neuroscience ,0.027660391855551286
Arts and Humanities ,Mathematics ,0.00824769496734537
Arts and Humanities ,Psychology ,0.05031454091432962
Arts and Humanities ,Medicine ,0.11635612754514023
Arts and Humanities ,Environmental Science ,0.008175662696888205
Arts and Humanities ,Health Professions ,0.005090280445639647
Arts and Humanities ,"Business, Management and Accounting ",0.01702362658470995
Arts and Humanities ,Decision Sciences ,0.0024490971955436034
Arts and Humanities ,"Economics, Econometrics and Finance ",0.01218545908567038
Arts and Humanities ,Immunology and Microbiology ,0.004153860929696504
Arts and Humanities ,"Biochemistry, Genetics and Molecular Biology ",0.32827506723011907
Arts and Humanities ,Agricultural and Biological Sciences ,0.007659431425278525
